Ticker,WEGE3.SA,WEGE3.SA,WEGE3.SA,WEGE3.SA,WEGE3.SA
Price,Open,High,Low,Close,Volume
Date,,,,,
2020-03-13,17.38558075867957,17.90019423210492,14.789333855194814,16.008642196655273,24048600
2020-03-16,14.687339118045893,14.919146867044656,12.707700729370117,12.707700729370117,18168000
2020-03-17,13.217676010806905,13.792559037693412,12.749424320556935,13.296490669250488,25259800
2020-03-18,12.007641388300494,13.162043888258285,11.641385599611747,12.271902084350586,23966400
2020-03-19,12.160633008941025,14.084636944470228,11.947370326960668,13.319671630859375,27771000
2020-03-20,14.441622095980795,16.226541879591085,14.163452629761107,15.007232666015625,29764200
2020-03-23,15.731260845613207,17.29974509510162,14.598980221956227,16.334524154663086,37510400
2020-03-24,18.046859876698704,18.654764520388635,16.73360252380371,16.73360252380371,28304000
2020-03-25,17.053798155957402,17.940131540329524,17.025954582918345,17.336868286132812,18366400
2020-03-26,17.541044893092423,18.097903826407656,16.923860888237307,17.610652923583984,12023000
2020-03-27,16.93778310857258,16.93778310857258,16.195305652991483,16.408767700195312,14009800
2020-03-30,16.52478024265049,17.295101281997635,15.545636861569436,15.786942481994629,15186600
2020-03-31,15.819428758809194,16.44589413253371,15.295052950231492,15.578123092651367,14126600
2020-04-01,15.035184743992088,15.531716914672623,14.63610241536152,15.049105644226074,12914800
2020-04-02,15.476033231537816,16.30668135509562,15.202244254451417,15.82406997680664,11949600
2020-04-03,15.893679251514397,16.000410315815106,14.58042053416566,15.262572288513184,11340600
2020-04-06,16.283476418136903,16.288116128373407,15.17439979997018,15.443547248840332,10996000
2020-04-07,16.47373708717279,17.49000361105091,16.35772485416453,17.309024810791016,17376800
2020-04-08,17.401836892556705,18.599084120463672,17.401836892556705,18.55731964111328,14631400
2020-04-09,18.812547588900973,19.211630027069493,17.722031335965003,17.7730770111084,12680000
2020-04-13,17.698832397977423,18.32993945746763,17.448245459025696,18.21856689453125,7358400
2020-04-14,18.566595000112677,18.784698541238225,18.051502227783203,18.051502227783203,11528000
2020-04-15,17.68026190772377,18.121108704941243,17.63385772705078,17.63385772705078,11864600
2020-04-16,17.712746061133792,18.056143033737246,17.508565177822025,17.638498306274414,14079000
2020-04-17,18.06078455939107,18.08862813408942,17.531769031566455,17.847322463989258,13740000
2020-04-20,17.48536697013953,18.35777961116952,17.14196992126175,18.144315719604492,11819400
2020-04-22,18.237121434369488,19.118815053342004,18.186075772084987,18.988880157470703,10783800
2020-04-23,19.281231913614665,19.466852186247348,18.056143070816077,18.37169647216797,11686400
2020-04-24,17.9494141347266,18.302090569764555,16.357726040773805,17.963335037231445,21408400
2020-04-27,18.246407080526463,19.053853143408393,18.019024055086,18.840389251708984,12788000
2020-04-28,19.49005041124967,19.62926470300316,18.747573008427224,19.295150756835938,14772200
2020-04-29,20.051549486131794,20.44135057349231,19.21162223815918,19.21162223815918,14893600
2020-04-30,18.86358900357078,19.160580024375008,18.190717726320255,18.53411293029785,14006200
2020-05-04,18.088621092410524,18.557311347909433,17.731303322142775,18.487703323364258,9817200
2020-05-05,18.70117413467827,18.89607563298368,18.0190233161254,18.102550506591797,8225000
2020-05-06,18.125753036417137,18.204640510011874,17.494646166834045,18.01902198791504,13304600
2020-05-07,18.2046417159286,18.974962970663718,17.967977509260916,18.13967514038086,19214200
2020-05-08,18.561952965303515,18.60835713963446,17.63385531703834,17.745227813720703,10146600
2020-05-11,17.777716316003488,18.209281990932915,17.703468553123493,18.01902198791504,9810000
2020-05-12,18.093262207723456,18.274240943655606,17.23941240546992,17.40182876586914,8326800
2020-05-13,17.592093256362684,17.893725741355173,17.373989712746393,17.63385772705078,10642200
2020-05-14,17.541053950704274,17.661707696497093,16.854261560721046,17.332231521606445,12531600
2020-05-15,17.20693458219426,17.36006980331932,16.705760905335264,16.896020889282227,11708800
2020-05-18,17.350792925376414,17.3925574088291,16.97491434450884,16.99347496032715,8356800
2020-05-19,17.039876342889134,17.633858374294146,16.8588975533333,17.1326847076416,12138400
2020-05-20,17.193013639432,17.944772460088046,17.193013639432,17.4668025970459,10447600
2020-05-21,17.554971579232323,17.657061138391885,17.155889222845794,17.373991012573242,9976000
2020-05-22,17.360066880506132,17.833396905556885,17.030592631860927,17.281179428100586,9672200
2020-05-25,17.684909056916215,17.889089995617194,17.457524250234584,17.65242576599121,7400600
2020-05-26,18.00973962731373,18.817183774948763,17.865883821605795,18.75685691833496,14517000
2020-05-27,18.95175812726426,19.016724693392288,18.37633668260456,18.831106185913086,9770000
2020-05-28,18.73365805499354,19.095617486861478,18.631568476441576,18.877513885498047,9316000
2020-05-29,18.654770576678075,19.411170959472656,18.380981589666938,19.411170959472656,17605800
2020-06-01,19.439009023325443,19.954103609023928,19.401886030141434,19.564302444458008,11069400
2020-06-02,19.684959411621094,19.861298542340275,19.40189098441724,19.684959411621094,6678600
2020-06-03,20.093318727307985,20.32534319706952,19.63391126849562,19.768484115600586,9185800
2020-06-04,19.536460499972904,20.353187660556305,19.151300783836806,20.32534408569336,11617800
2020-06-05,20.650182271614696,21.08174802025598,20.44135984965817,20.5712947845459,12198000
2020-06-08,20.83115452767923,21.476182205844527,20.538803229373407,21.25343894958496,10325600
2020-06-09,20.75690775819385,21.383374855648068,20.348544217283635,21.258081436157227,8358800
2020-06-10,21.313770808622117,21.64324517527211,20.6362596903881,20.877565383911133,9695600
2020-06-12,20.209329835119483,20.71050351155306,19.814888966605224,20.534164428710938,11432400
2020-06-15,19.95410510796317,20.84507825378251,19.95410510796317,20.543447494506836,7985400
2020-06-16,20.97501860297081,21.42514500324486,20.770835876464844,20.770835876464844,8981200
2020-06-17,20.910050380397983,21.81030488075476,20.910050380397983,21.420503616333008,9489200
2020-06-18,21.420500874265812,21.65716507548739,21.22560115210761,21.406579971313477,5245200
2020-06-19,21.71749359535836,21.810303752602223,21.34161502532015,21.44370460510254,16633200
2020-06-22,21.485458048775197,21.67107826789689,21.12350056871406,21.16062355041504,5950400
2020-06-23,21.485462609358304,21.712847337537614,21.197752801834387,21.401933670043945,6466800
2020-06-24,21.23024099650663,21.68965026909234,20.98893531264616,21.369455337524414,7259400
2020-06-25,21.39265274086266,22.970419646914976,21.374092130948984,22.840486526489258,15542800
2020-06-26,22.826567598123074,23.74538432219124,22.701274167085646,23.20244789123535,16495800
2020-06-29,23.410614705985388,23.554580639935196,22.853329334172276,23.183055877685547,6827400
2020-06-30,23.076241524433364,23.907525376259898,23.01122522702771,23.503494262695312,11076000
2020-07-01,23.591726170121426,24.423009872436523,23.591726170121426,24.423009872436523,8931800
2020-07-02,24.757383762543824,25.19392298854651,24.618061112178566,24.878128051757812,9707400
2020-07-03,24.88741611891237,25.20321105281255,24.710942062542017,25.077821731567383,6579800
2020-07-06,25.54222783766685,25.54222783766685,24.627351110036287,24.706300735473633,11117000
2020-07-07,24.743450909776055,25.14283873582983,24.218675530483182,25.036026000976562,9594400
2020-07-08,25.077819333546383,25.542223395278725,24.984938166887734,25.217140197753906,7611600
2020-07-09,25.365751270414336,25.43541259355665,25.133549222021333,25.291446685791016,7494000
2020-07-10,25.35181596925117,25.644391003042077,25.045309381514286,25.40290069580078,7340200
2020-07-13,25.44934413778625,25.955544673911238,25.356462964159817,25.514360427856445,10160200
2020-07-14,25.310022641594752,25.811579903924255,24.9942277219564,25.073177337646484,10352000
2020-07-15,25.32859625226766,25.402900826295856,25.11497082338169,25.240358352661133,9234400
2020-07-16,25.142834919877828,25.876594167368847,24.924564450031106,25.333240509033203,10235800
2020-07-17,25.556154914683876,27.149060985935026,25.40290249573704,26.977231979370117,12941400
2020-07-20,27.121202353484406,27.938552856445312,27.028321171621275,27.938552856445312,10472000
2020-07-21,28.096445569246406,28.342579153614697,27.404482741855855,27.808515548706055,10126600
2020-07-22,29.11813507913378,31.997440621546342,29.0298971734414,31.67235565185547,35528000
2020-07-23,31.579472077362833,32.41540069665921,30.93395079923115,31.10578155517578,19799600
2020-07-24,31.02683788111349,31.495887030724933,30.37667495268839,30.980398178100586,13169400
2020-07-27,31.55121132267453,33.04478694730531,31.513990941432258,32.54692840576172,14433600
2020-07-28,32.47713665110282,32.50039894469925,31.22085565120818,31.262733459472656,13152600
2020-07-29,31.52794438928062,31.662878457305062,30.709035774659725,31.165019989013672,12695400
2020-07-30,30.769534568756868,31.639625549316406,30.05764356187651,31.639625549316406,8646000
2020-07-31,31.821073830567414,31.918783969929798,31.174323229643424,31.337173461914062,8574200
2020-08-03,31.341838730843374,31.420936936712508,30.755574131727787,30.974260330200195,11196200
2020-08-04,30.662517374643567,31.420936463358196,30.4764012372664,31.076623916625977,12716800
2020-08-05,31.58843914622214,32.23518994203803,31.43024274430799,31.732677459716797,10752000
2020-08-06,31.914136206187653,32.51901267035709,31.78385599541134,32.49109649658203,8070000
2020-08-07,32.11886722759272,32.65860363590318,31.723372680052044,31.8489990234375,9435800
2020-08-10,31.890875644407444,32.27241208950205,31.309264993356543,32.10025405883789,7186400
2020-08-11,32.323590203622,32.5376224713529,31.346485137939453,31.346485137939453,7934000
2020-08-12,31.686153700444265,31.849004004326964,30.76023035847945,31.639625549316406,9532400
2020-08-13,31.872264006720954,32.99826138681448,31.825735864130344,32.058380126953125,14880200
2020-08-14,32.09095325790062,32.77027414447654,31.73733295054944,32.18400955200195,8972000
2020-08-17,32.10025652307206,32.37942894703373,31.24412728294028,31.62566375732422,9522200
2020-08-18,32.23984108996033,32.25845305623273,31.323222162794696,31.500030517578125,10616400
2020-08-19,31.644268735346344,31.848993241097237,30.59736971434779,30.653202056884766,10875800
2020-08-20,30.23910212175079,31.61170548557578,29.876177617714944,31.276697158813477,14736400
2020-08-21,31.225508491401175,31.458152718844264,30.755566158002758,31.45349884033203,9185000
2020-08-24,31.527951272854786,31.918791927746557,30.825364610043483,30.9277286529541,10499200
2020-08-25,30.96958958820008,31.89086202805423,30.96958958820008,31.774539947509766,10089800
2020-08-26,31.774543878561456,31.98392222949788,30.615976806967232,30.909107208251953,13845600
2020-08-27,31.12779171140853,31.309253886171813,30.485691508521427,30.843965530395508,6952600
2020-08-28,31.08127124002165,31.63031177704168,30.75091330218078,31.262733459472656,7708200
2020-08-31,31.230169333601726,31.230169333601726,30.06694793701172,30.06694793701172,16136400
2020-09-01,30.569447830786153,31.220852329968878,30.332153292051387,31.141754150390625,7938000
2020-09-02,31.267380627621655,31.700099003310452,30.68111977013538,31.085918426513672,10639800
2020-09-03,31.034735933736037,31.276687898033167,29.4992862905366,29.978532791137695,13634400
2020-09-04,30.243744907772342,30.313538875225547,28.787391771385693,30.006446838378906,14754000
2020-09-08,29.866867703357933,29.866867703357933,29.12705719809945,29.313173294067383,9884400
2020-09-09,29.550471065294012,30.462437849903036,29.434148943398778,30.211181640625,9206000
2020-09-10,30.197221371088638,30.197221371088638,29.043304443359375,29.043304443359375,8470400
2020-09-11,29.345743455485305,29.973882175614477,28.675728702351876,28.889760971069336,14508600
2020-09-14,29.313172631761553,29.68075093677906,29.131710418506852,29.466718673706055,6660600
2020-09-15,29.638877057045523,30.00645361381925,29.285256812005713,29.81568717956543,7764200
2020-09-16,29.890132030121194,30.360074405689975,29.28525733947754,29.28525733947754,8811000
2020-09-17,29.010739252338144,29.38297149778485,28.84788897615638,29.22942543029785,5729800
2020-09-18,28.98747714928415,29.522559707250316,28.736220899025163,28.843238830566406,11991000
2020-09-21,28.522187277572236,29.67610264906205,28.26627893438781,29.49929428100586,10113800
2020-09-22,29.60631148299068,30.35542457144925,29.410889365397363,30.06694793701172,10047200
2020-09-23,30.169299554607832,30.629937647928017,29.08052635192871,29.08052635192871,9798000
2020-09-24,29.085176052641962,30.299580791708635,29.085176052641962,30.006446838378906,10135200
2020-09-25,29.69006052883301,29.904091042995084,29.35970433703977,29.894786834716797,6179000
2020-09-28,30.306539536308943,30.77673416596924,29.138039303580758,29.277700424194336,14994000
2020-09-29,29.328912155760886,30.287919892857364,29.147352507510103,30.232057571411133,13647000
2020-09-30,30.35774656789835,30.59517205199804,29.794445754073365,30.585859298706055,12749000
2020-10-01,30.651044807425237,31.14451789855957,30.23206311268179,31.14451789855957,10384600
2020-10-02,30.94899112149171,31.36797279575762,30.632424900901977,31.21434783935547,11590400
2020-10-05,31.307443589715994,32.671470642089844,31.246924903051294,32.671470642089844,14472600
2020-10-06,32.7785503849871,33.65376102963532,32.72734089256765,33.276676177978516,15523200
2020-10-07,33.41634042739311,34.53828949640784,33.36978730521036,34.063438415527344,15518000
2020-10-08,34.15188141496882,35.17606399763716,34.13325946142174,34.99916076660156,14436600
2020-10-09,34.887430439414736,35.93023491113595,34.70587084327765,35.79988479614258,11578600
2020-10-13,36.256111788311244,36.99631933344209,36.0093771238591,36.847347259521484,12152600
2020-10-14,36.898558868537464,37.699285143903786,36.898558868537464,37.51306915283203,13237400
2020-10-15,37.0754673886942,37.83894986426404,36.35853802958104,37.601524353027344,12250400
2020-10-16,37.736525209994646,38.80726448657783,37.66669732168344,38.197410583496094,12823400
2020-10-19,38.64432022860441,39.01674859250793,37.75979709270082,38.202056884765625,11687600
2020-10-20,38.59312086870303,39.081933890427784,37.92740104235656,38.895721435546875,12935000
2020-10-21,40.50182346418296,40.599586060124935,36.45629536320417,36.49819564819336,41216600
2020-10-22,37.08012565458178,38.49070611054138,36.52147757332109,38.22534942626953,26272600
2020-10-23,38.29052469020473,38.760719361748706,37.54100775255231,38.020511627197266,16192800
2020-10-26,37.936709559551055,39.10055514042135,37.82498137828446,38.52328872680664,12633800
2020-10-27,38.625698634070964,39.26348358945348,38.42551709910753,38.75139236450195,13495800
2020-10-28,38.17414078691315,38.49536335205408,36.800804215898985,36.84270095825195,16259600
2020-10-29,36.963738844897,37.98792160423725,36.926494931378244,37.25702667236328,17743200
2020-10-30,37.39668347193512,37.58755228197738,35.301761627197266,35.301761627197266,19195400
2020-11-03,36.307316790804116,36.69837065644247,35.436762784179066,35.99540710449219,18073800
2020-11-04,36.56335971743277,38.40223363668157,36.33059068705831,38.26722717285156,14900200
2020-11-05,39.05866526024662,39.9199104309082,38.96555546636873,39.9199104309082,17481600
2020-11-06,39.46833243353398,39.8407644558181,38.74209389703243,39.1052131652832,11714200
2020-11-09,40.03628370349941,40.16197745002032,38.043780850260326,38.234649658203125,15212400
2020-11-10,38.383628667081574,38.425528958005856,36.79148864746094,36.79148864746094,16707800
2020-11-11,36.79148460386072,37.57358894799678,36.56337187275532,37.517723083496094,9087200
2020-11-12,37.48514007484575,38.10430682863845,37.30823681023718,37.61549377441406,10121400
2020-11-13,37.908782519008014,38.82123712728837,37.86222940107258,38.579158782958984,9011800
2020-11-16,38.85382161699455,38.89106552913126,37.48048521087177,37.97861099243164,7536600
2020-11-17,37.89480157092877,38.053082818074834,37.31287895329096,38.029808044433594,6310400
2020-11-18,37.96464280010523,38.406902683017975,37.51307016391185,37.750492095947266,6797000
2020-11-19,37.54566759513468,37.96465280885375,37.42462663299903,37.67601776123047,4583800
2020-11-23,37.396691310863154,37.475831966938706,36.54941177368164,36.54941177368164,6936400
2020-11-24,36.58665498132916,36.58665498132916,35.73937537828185,35.818519592285156,10542800
2020-11-25,35.804538323231895,36.49818912383838,35.799881947559996,35.99540710449219,7049200
2020-11-26,36.00007823334224,36.409750666007966,35.85110611675694,36.172325134277344,3714200
2020-11-27,36.29802354643508,36.642520910330035,35.753344561943976,35.84645080566406,6573800
2020-11-30,35.95352075454013,36.03266140493168,34.24964904785156,34.24964904785156,21049400
2020-12-01,34.38000687291072,35.185389791400254,34.123962908230816,34.26362228393555,12850400
2020-12-02,34.682593916925555,34.682593916925555,33.43495147019202,34.09136199951172,12416400
2020-12-03,34.12395991238726,34.91071724958013,34.054128454777704,34.4172477722168,10316200
2020-12-04,34.49639145219557,34.63605437963685,33.425655364990234,33.425655364990234,13194400
2020-12-07,33.514099616983835,34.198441453483966,32.91355481254036,33.337196350097656,12857600
2020-12-08,33.5513395786155,33.87256208894885,33.183563956352266,33.844627380371094,9338600
2020-12-09,33.84462861383078,34.03084462011171,32.91820851109617,33.05321502685547,6400200
2020-12-10,33.155634007898726,33.458234574133364,32.35490766713317,33.05321502685547,9902600
2020-12-11,32.96010879960246,33.160290384793846,32.5876767870406,33.05321502685547,5523200
2020-12-14,33.230113466152304,33.420985821681576,32.68543465688853,32.843719482421875,5822400
2020-12-15,32.84372572459463,33.89118681153638,31.796264637652882,33.8679084777832,17764800
2020-12-16,34.05878351021455,34.44517759733947,33.67703869700562,34.123958587646484,16225800
2020-12-17,34.1286030939855,35.37159274321238,33.98428739367607,35.273826599121094,16326600
2020-12-18,35.28779801249499,35.636951672703944,33.793417221238926,33.923770904541016,15795200
2020-12-21,33.12119266294374,34.29960042959908,32.88364690471543,33.54039001464844,8072000
2020-12-22,33.843137773484166,34.13657409016108,33.57764320380126,33.917659759521484,5199800
2020-12-23,34.01547032012035,34.45795769592106,33.72203401677111,33.82450485229492,4806600
2020-12-28,34.00150056548466,35.16593551635742,33.978210445037824,35.16593551635742,6838800
2020-12-29,35.3289624855537,35.510614088499736,34.63496011651438,35.00292205810547,6130200
2020-12-30,35.105394893199296,35.701585167480104,35.04484198643449,35.27772903442383,12375400
2021-01-04,35.328965533969864,35.580483979807234,34.700171196163666,34.756065368652344,7219800
2021-01-05,34.7700280262601,36.88929748535156,34.467274231083195,36.88929748535156,16633600
2021-01-06,36.968487583069404,38.87816047504466,36.390925203194755,37.867431640625,21507400
2021-01-07,38.37046622792907,39.59545429420457,38.11894780618704,39.43243408203125,15129600
2021-01-08,39.56750625682776,41.915008021672406,39.52092956003435,41.817195892333984,17381000
2021-01-11,41.439914832778356,42.124603205872845,40.182322855592446,40.536312103271484,15490800
2021-01-12,40.722619836687635,42.31090728493369,40.33136783964243,41.95226287841797,12690600
2021-01-13,42.01281275869798,42.809289414091246,41.365387192536225,42.05007553100586,13782800
2021-01-14,42.459960688488835,42.5857181083011,41.7333508125027,41.85911178588867,8477000
2021-01-15,41.570332116402454,42.35283262779534,39.78176154954663,40.1310920715332,14086600
2021-01-18,40.45247144563549,42.99559707532262,40.42918487763208,42.94902038574219,14797400
2021-01-19,43.27972230910743,43.717551037428926,41.47717907503476,41.73335266113281,13788600
2021-01-20,42.17584817673508,42.581069388666215,41.17909183974713,41.31416320800781,7016400
2021-01-21,41.45388263928476,41.644851669518005,40.29410646830979,40.82508850097656,8450600
2021-01-22,40.32206006790249,41.75664501971995,40.05656899692629,41.439918518066406,12025000
2021-01-26,41.44457160278892,42.47858688579185,41.19770840065086,41.43059539794922,10328600
2021-01-27,41.44457272176075,42.376120736105285,40.94153594115702,41.30949783325195,12126200
2021-01-28,41.220988310557026,41.52374204276153,40.4105427557227,40.97412872314453,10061600
2021-01-29,40.75056891138605,41.15113486168513,38.920076830368934,39.02720642089844,11440600
2021-02-01,39.781758158550446,40.009986418460166,38.84555144442799,39.37653350830078,13618000
2021-02-02,40.05655849063495,40.67603867828952,39.306662169489535,39.697914123535156,13217000
2021-02-03,40.05190410193756,41.30017852783203,39.62805162210403,41.30017852783203,12521200
2021-02-04,41.36073683193996,41.956927044060166,39.856285095214844,39.856285095214844,11447600
2021-02-05,40.270815226271786,40.31739191048277,39.21350992503218,39.3578987121582,8272800
2021-02-08,39.45106021997353,40.46179259910585,39.241463320994235,39.82368087768555,9045200
2021-02-09,39.427772419599485,40.03327652752074,39.07844189648473,39.59545135498047,8388600
2021-02-10,39.73053209402611,40.373299071810656,39.15296965228704,40.0705451965332,9999000
2021-02-11,40.35465234148867,41.29085892025882,40.35465234148867,40.52233123779297,8179800
2021-02-12,40.475762857931166,40.65275570541036,39.91683190442145,40.36863327026367,5732600
2021-02-17,39.99601142569989,40.05190202689415,38.48224604808438,39.101722717285156,11950000
2021-02-18,38.84555633204976,39.49298197478609,38.25868003629506,38.836238861083984,10527600
2021-02-19,39.0784353108813,39.357898971562356,38.4915591359498,38.77102279663086,8151400
2021-02-22,38.26334419366995,39.288045823518324,37.573996941055505,38.52883529663086,14022400
2021-02-23,38.6592431761334,39.27872346783757,38.081684393562895,38.96665573120117,13253800
2021-02-24,40.117115454501764,41.12784778847363,39.46968984467451,40.382606506347656,19885600
2021-02-25,40.5689157006851,40.65741390003495,37.17342272960523,37.26192092895508,30585800
2021-02-26,37.49480934823175,38.291282511684585,36.33503301059768,36.35366439819336,22546000
2021-03-01,36.92415119283713,37.38266352127688,36.25977931878506,36.49371337890625,13016200
2021-03-02,36.10071041940899,36.727652066134354,35.122864068742885,36.05392074584961,14454400
2021-03-03,36.039891494737404,36.46097364262511,34.39767290275112,36.025856018066406,13457400
2021-03-04,36.15685767289424,36.17557283118038,33.94851896884952,34.261993408203125,23642800
2021-03-05,34.3929943407804,34.7298600350992,33.22799988633601,34.173095703125,17301600
2021-03-08,33.56018529557611,33.9204422147023,32.339049090282764,32.353084564208984,18952600
2021-03-09,32.72737855913599,34.21052343866599,32.58234056206485,33.45257568359375,17206800
2021-03-10,33.723947909453486,33.873665622621516,32.51684683916333,33.81752014160156,17999200
2021-03-11,34.14034525226682,34.201166837017965,33.167178478940706,33.64908218383789,13765400
2021-03-12,33.43385633827263,33.747327130525846,32.891131160444004,33.288818359375,10892400
2021-03-15,33.199929562947034,34.47253173464342,33.078282822241874,34.2573127746582,9744000
2021-03-16,34.500611000606455,34.645652615859994,33.6163401079749,34.34153747558594,12648400
2021-03-17,33.85025977377067,34.31812792149259,33.56953959904766,34.24327087402344,10580200
2021-03-18,33.86897870093015,34.03741153843702,33.45725597010841,33.59761428833008,7945200
2021-03-19,33.691187157238865,33.80347451601855,33.10167227693166,33.66311264038086,13892200
2021-03-22,33.452573363634045,33.83622511117621,32.79755722721917,33.35900115966797,9291200
2021-03-23,33.03149567659031,34.02337758978543,32.96131472955577,33.50404357910156,9329000
2021-03-24,33.592942517359226,34.1356678431404,32.87242496815107,32.99406814575195,16204400
2021-03-25,32.994055859941916,33.471283306694275,32.67122930783908,33.25138473510742,11576600
2021-03-26,33.31222015145145,34.421069261530434,33.21864792315058,34.032737731933594,11134400
2021-03-29,33.795789336054035,34.07664363981941,33.37919330900243,33.74898147583008,9868800
2021-03-30,33.58048535793106,35.317083819651806,33.477505876602144,35.129852294921875,12575400
2021-03-31,35.335798328047815,35.74303428602927,34.647711586139465,34.90047836303711,12085200
2021-04-01,35.237497113157076,36.30941398295668,34.99409407774227,35.134517669677734,12890200
2021-04-05,35.710269953683806,36.11750592914658,35.51835304084832,36.000484466552734,9732400
2021-04-06,36.164315772931175,36.459208589119726,35.61197429650607,36.089420318603516,11274000
2021-04-07,36.089419982733254,36.20644145062228,35.345165161140706,35.64942169189453,9741600
2021-04-08,35.691546910648974,36.16431463032275,35.391972245227024,35.78984451293945,9436200
2021-04-09,35.49963087657817,35.66814207647176,34.703886321356514,35.34516525268555,10629800
2021-04-12,35.485588871789005,36.05197234929342,35.27026979886093,35.34516525268555,7562800
2021-04-13,35.32176328836351,35.68686973657186,34.97069884643823,35.097084045410156,10228600
2021-04-14,35.2936777849954,36.159635990923995,35.246869908958296,35.68218994140625,10287600
2021-04-15,35.860060559372975,36.744742611716056,35.714955075286504,36.651126861572266,13788200
2021-04-16,36.55282330543894,36.83835596739364,36.01920570763777,36.066017150878906,8067200
2021-04-19,36.108136857797525,36.20175258550571,35.48090362548828,35.48090362548828,11195800
2021-04-20,35.36389538217712,35.90219137427066,34.488573359367855,34.577510833740234,11508400
2021-04-22,34.87239020627736,35.34047598085826,34.11408996582031,34.11408996582031,11556400
